,avaliacao,id_filme,nome,categoria
5916,4.284738955823293,6016,City of God (Cidade de Deus) (2002),Action|Crime|Drama
1191,4.278137651821862,1217,Ran (1985),Drama|War
1222,4.275469436675989,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
109,4.275311025311026,111,Taxi Driver (1976),Crime|Drama|Thriller
4879,4.272760378732702,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
886,4.271681997371879,903,Vertigo (1958),Drama|Mystery|Romance|Thriller
3010,4.270949720670391,3095,"Grapes of Wrath, The (1940)",Drama
934,4.27069457659372,951,His Girl Friday (1940),Comedy|Romance
2119,4.269230769230769,2203,Shadow of a Doubt (1943),Film-Noir|Thriller
913,4.268525052928723,930,Notorious (1946),Film-Noir|Romance|Thriller
1220,4.26646248085758,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
3540,4.264966740576496,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
243,4.264100862641008,246,Hoop Dreams (1994),Documentary
888,4.263569078947368,905,It Happened One Night (1934),Comedy|Romance
1202,4.260709914320685,1228,Raging Bull (1980),Drama
1239,4.260036084799278,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1165,4.259298618490967,1189,"Thin Blue Line, The (1988)",Documentary
1108,4.259151414309485,1131,Jean de Florette (1986),Drama
1082,4.258951738453555,1104,"Streetcar Named Desire, A (1951)",Drama
1270,4.258034894398531,1299,"Killing Fields, The (1984)",Drama|War
2276,4.2556390977443606,2360,"Celebration, The (Festen) (1998)",Drama
3381,4.255111976630964,3468,"Hustler, The (1961)",Drama
1124,4.2549194991055455,1147,When We Were Kings (1996),Documentary
952,4.253191489361702,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
1149,4.252745241581259,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Comedy|Drama|Romance
1252,4.252734375,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
933,4.251054852320675,950,"Thin Man, The (1934)",Comedy|Mystery
1855,4.247670807453416,1939,"Best Years of Our Lives, The (1946)",Drama|War
1210,4.246047430830039,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama|Fantasy
2102,4.24509033778476,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
3382,4.24169741697417,3469,Inherit the Wind (1960),Drama
1865,4.239193083573487,1949,"Man for All Seasons, A (1966)",Drama
303,4.237215909090909,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
1193,4.23583460949464,1219,Psycho (1960),Horror|Thriller
902,4.235333692142088,919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
911,4.231034482758621,928,Rebecca (1940),Drama|Mystery|Romance|Thriller
1207,4.228896672504378,1234,"Sting, The (1973)",Comedy|Crime
1182,4.228326063249727,1208,Apocalypse Now (1979),Action|Drama|War
1206,4.224823485693051,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War
1199,4.224424698108908,1225,Amadeus (1984),Drama
1228,4.222768222768223,1256,Duck Soup (1933),Comedy|Musical
1248,4.220482437579348,1276,Cool Hand Luke (1967),Drama
882,4.217117537313433,899,Singin' in the Rain (1952),Comedy|Musical|Romance
1216,4.216720128307939,1244,Manhattan (1979),Comedy|Drama|Romance
2641,4.213684210526316,2726,"Killing, The (1956)",Crime|Film-Noir
893,4.2122661122661125,910,Some Like It Hot (1959),Comedy|Crime
1187,4.210743801652892,1213,Goodfellas (1990),Crime|Drama
2273,4.207779886148008,2357,Central Station (Central do Brasil) (1998),Drama
1255,4.207268370607029,1283,High Noon (1952),Western
1234,4.204827136333986,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1109,4.204584775086505,1132,Manon of the Spring (Manon des sources) (1986),Drama
7695,4.203426124197002,8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Action|Crime|Drama|Film-Noir|Mystery
1197,4.20267131242741,1223,Wallace & Gromit: A Grand Day Out (1989),Adventure|Animation|Children|Comedy|Sci-Fi
3891,4.200527704485488,3983,You Can Count on Me (2000),Drama
3641,4.200411099691675,3730,"Conversation, The (1974)",Drama|Mystery
2048,4.198915009041591,2132,Who's Afraid of Virginia Woolf? (1966),Drama
1843,4.195469798657718,1927,All Quiet on the Western Front (1930),Action|Drama|War
4134,4.194008330663249,4226,Memento (2000),Crime|Drama|Mystery|Thriller
587,4.193241626794259,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
2774,4.192901234567901,2859,Stop Making Sense (1984),Documentary|Musical
2124,4.18859649122807,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
293,4.187333256002784,296,Pulp Fiction (1994),Comedy|Crime|Drama
1198,4.187223042836042,1224,Henry V (1989),Drama|War
668,4.185915492957746,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
936,4.185440057950018,953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
1866,4.183673469387755,1950,In the Heat of the Night (1967),Drama|Mystery
57,4.183060841597427,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
899,4.180299931833674,916,Roman Holiday (1953),Comedy|Romance
2240,4.180073384137736,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
6675,4.179874213836478,6787,All the President's Men (1976),Drama|Thriller
1868,4.179057337220603,1952,Midnight Cowboy (1969),Drama
1223,4.1776251226692835,1251,8 1/2 (1963),Drama|Fantasy
7042,4.176526717557252,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary
7247,4.176283618581907,7361,Eternal Sunshine of the Spotless Mind (2004),Comedy|Drama|Romance|Sci-Fi
3111,4.174305555555556,3196,Stalag 17 (1953),Drama|War
787,4.173962695089456,800,Lone Star (1996),Drama
3067,4.171246319921492,3152,"Last Picture Show, The (1971)",Drama
16,4.171177015755329,17,Sense and Sensibility (1995),Comedy|Drama|Romance
2719,4.170436187399031,2804,"Christmas Story, A (1983)",Children|Comedy
3722,4.16785079928952,3811,Breaker Morant (1980),Drama|War
3652,4.1678383128295255,3741,Badlands (1973),Crime|Drama|Thriller
928,4.166931637519872,945,Top Hat (1935),Comedy|Musical|Romance
925,4.166465621230398,942,Laura (1944),Crime|Film-Noir|Mystery
1022,4.16167543504654,1041,Secrets & Lies (1996),Drama
8776,4.159157688540646,30749,Hotel Rwanda (2004),Drama|War
1488,4.15893760539629,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1260,4.1588522130532635,1288,This Is Spinal Tap (1984),Comedy|Musical
1564,4.154494939472118,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1275,4.153274336283186,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
3594,4.151353568498769,3683,Blood Simple (1984),Crime|Drama|Film-Noir
1265,4.151332760103181,1293,Gandhi (1982),Drama
27,4.15092816787732,28,Persuasion (1995),Drama|Romance
3274,4.15034965034965,3359,Breaking Away (1979),Comedy|Drama
1113,4.149218313791178,1136,Monty Python and the Holy Grail (1975),Comedy
5520,4.146551724137931,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Children|Fantasy
35,4.145299145299146,36,Dead Man Walking (1995),Crime|Drama
1271,4.144565217391304,1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1328,4.142546403712297,1358,Sling Blade (1996),Drama|Thriller
1926,4.141860465116279,2010,Metropolis (1927),Drama|Romance|Sci-Fi|Thriller
229,4.141472014103129,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
287,4.140178571428572,290,Once Were Warriors (1994),Crime|Drama
5895,4.138707571801566,5995,"Pianist, The (2002)",Drama|War
948,4.136836628511967,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
1244,4.136417556346382,1272,Patton (1970),Drama|War
304,4.135535307517085,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
6230,4.134094151212554,6331,Spellbound (2002),Comedy|Documentary
5779,4.132804232804233,5878,Talk to Her (Hable con Ella) (2002),Drama|Romance
937,4.132142857142857,954,Mr. Smith Goes to Washington (1939),Drama
892,4.131212723658051,909,"Apartment, The (1960)",Comedy|Drama|Romance
211,4.129716981132075,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
1208,4.129173086800205,1235,Harold and Maude (1971),Comedy|Drama|Romance
2888,4.124718256949662,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1088,4.12375249500998,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
3277,4.121934604904633,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama
2677,4.118415227976981,2762,"Sixth Sense, The (1999)",Drama|Mystery|Thriller
160,4.117770767613039,162,Crumb (1994),Documentary
2912,4.115718984962406,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
1253,4.115135834411384,1281,"Great Dictator, The (1940)",Comedy|Drama|War
1235,4.114090909090909,1263,"Deer Hunter, The (1978)",Drama|War
2607,4.112972202423379,2692,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
1236,4.111848825331972,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
537,4.111017897091722,541,Blade Runner (1982),Adventure|Drama|Film-Noir|Sci-Fi|Thriller
907,4.11076512455516,924,2001: A Space Odyssey (1968),Adventure|Sci-Fi
10108,4.1104651162790695,56367,Juno (2007),Drama|Romance
3416,4.110460577673693,3504,Network (1976),Comedy|Drama
4966,4.10967993754879,5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
1074,4.109001406469761,1096,Sophie's Choice (1982),Drama
2998,4.108838568298028,3083,All About My Mother (Todo sobre mi madre) (1999),Comedy|Drama
938,4.103822762814944,955,Bringing Up Baby (1938),Comedy
5592,4.102631578947369,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
1267,4.102217294900222,1296,"Room with a View, A (1986)",Comedy|Drama|Romance
2832,4.098101265822785,2917,Body Heat (1981),Crime|Thriller
1983,4.097523219814241,2067,Doctor Zhivago (1965),Drama|Romance|War
976,4.0969945355191255,994,Big Night (1996),Comedy|Drama
1064,4.095201238390093,1086,Dial M for Murder (1954),Mystery|Thriller
3456,4.094132029339853,3545,Cabaret (1972),Musical|War
2921,4.0930059523809526,3006,"Insider, The (1999)",Drama|Thriller
1411,4.092811158798283,1446,Kolya (Kolja) (1996),Comedy|Drama
3249,4.0927152317880795,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3945,4.092293906810036,4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
9557,4.091930541368743,46578,Little Miss Sunshine (2006),Comedy|Drama
81,4.091854419410745,82,Antonia's Line (Antonia) (1995),Comedy|Drama
2205,4.08883964544722,2289,"Player, The (1992)",Comedy|Crime|Drama
2245,4.08852181279119,2329,American History X (1998),Crime|Drama
889,4.087859424920127,906,Gaslight (1944),Drama|Thriller
894,4.087655601659751,911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
1274,4.0869311551925325,1303,"Man Who Would Be King, The (1975)",Adventure|Drama
5871,4.086872586872587,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Fantasy
262,4.086832298136646,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
9656,4.084405144694534,48394,Pan's Labyrinth (El Laberinto del fauno) (2006),Drama|Fantasy|Thriller
1211,4.0842418235877105,1238,Local Hero (1983),Comedy
2823,4.083838383838384,2908,Boys Don't Cry (1999),Drama
916,4.081896551724138,933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
1183,4.081455805892547,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
4143,4.080817916260954,4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
1986,4.078983516483516,2070,Tender Mercies (1983),Drama
2834,4.07868252516011,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
1245,4.076241134751773,1273,Down by Law (1986),Comedy|Drama
6755,4.075776397515528,6867,"Station Agent, The (2003)",Comedy|Drama
1067,4.075507246376811,1089,Reservoir Dogs (1992),Crime|Drama|Thriller
1180,4.074056301983365,1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1241,4.073992673992674,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1869,4.073941726223199,1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller
1185,4.071310116086235,1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Fantasy|Romance
7935,4.070878274268105,8638,Before Sunset (a.k.a. Before Sunrise 2) (2004),Drama|Romance
1173,4.070169640890064,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1860,4.067779960707269,1944,From Here to Eternity (1953),Drama|Romance|War
954,4.067317073170732,971,Cat on a Hot Tin Roof (1958),Drama
1161,4.064877540385617,1185,My Left Foot (1989),Drama
1980,4.064824945295404,2064,Roger & Me (1989),Comedy|Documentary
7025,4.064641744548287,7139,In America (2002),Drama|Romance
2950,4.063328424153166,3035,Mister Roberts (1955),Comedy|Drama|War
1863,4.063215102974828,1947,West Side Story (1961),Drama|Musical|Romance
575,4.0629470672389125,581,"Celluloid Closet, The (1995)",Documentary
3646,4.062568605927552,3735,Serpico (1973),Crime|Drama
1172,4.060054347826087,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1174,4.059874456784162,1199,Brazil (1985),Comedy|Fantasy|Romance|Sci-Fi
2219,4.05971769815418,2303,Nashville (1975),Drama|Musical
1231,4.059495548961424,1259,Stand by Me (1986),Adventure|Comedy|Drama
1659,4.058733087330873,1719,"Sweet Hereafter, The (1997)",Drama
511,4.058328579577866,515,"Remains of the Day, The (1993)",Drama|Romance
1250,4.05614849187935,1278,Young Frankenstein (1974),Action|Comedy|Horror
2229,4.054477144646212,2313,"Elephant Man, The (1980)",Drama
3113,4.054268292682927,3198,Papillon (1973),Drama
1847,4.051876379690949,1931,Mutiny on the Bounty (1935),Adventure|Drama
2592,4.050453514739229,2677,Buena Vista Social Club (1999),Documentary|Musical
2216,4.049732211170619,2300,"Producers, The (1968)",Comedy|Musical
6277,4.048525798525799,6385,Whale Rider (2002),Drama
3116,4.0476190476190474,3201,Five Easy Pieces (1970),Drama
1264,4.046948356807512,1292,Being There (1979),Comedy|Drama
2515,4.046235138705416,2599,Election (1999),Comedy
5350,4.045527156549521,5446,Rabbit-Proof Fence (2002),Adventure|Drama
1645,4.044123797574237,1704,Good Will Hunting (1997),Drama|Romance
1062,4.0440950920245395,1084,Bonnie and Clyde (1967),Crime|Drama
2312,4.0436127744510975,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
932,4.041312272174969,949,East of Eden (1955),Drama
1674,4.0386702849389415,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
10070,4.037753222836096,55820,No Country for Old Men (2007),Crime|Drama|Thriller
1230,4.0375325157933855,1258,"Shining, The (1980)",Horror|Thriller
2952,4.0374358974358975,3037,Little Big Man (1970),Adventure|Comedy|Drama|Western
3454,4.036658141517477,3543,Diner (1982),Comedy|Drama
3942,4.036144578313253,4034,Traffic (2000),Crime|Drama|Thriller
1318,4.035102739726027,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
9660,4.034939759036145,48516,"Departed, The (2006)",Crime|Drama|Thriller
897,4.034836065573771,914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
2881,4.033920704845815,2966,"Straight Story, The (1999)",Adventure|Drama
903,4.033755942947702,920,Gone with the Wind (1939),Drama|Romance|War
1944,4.032817725752508,2028,Saving Private Ryan (1998),Action|Drama|War
1225,4.0325153374233125,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
5129,4.031705227077977,5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
3337,4.02986647926915,3424,Do the Right Thing (1989),Comedy|Drama
1936,4.029532967032967,2020,Dangerous Liaisons (1988),Drama|Romance
1872,4.0286317058468954,1956,Ordinary People (1980),Drama
5571,4.026803441429517,5669,Bowling for Columbine (2002),Documentary
3280,4.024838012958964,3365,"Searchers, The (1956)",Drama|Western
121,4.023993808049536,123,Chungking Express (Chóngqìng Senlín) (1994),Drama|Mystery|Romance
765,4.022142667727393,778,Trainspotting (1996),Comedy|Crime|Drama
885,4.018998658918194,902,Breakfast at Tiffany's (1961),Drama|Romance
4763,4.0182926829268295,4857,Fiddler on the Roof (1971),Comedy|Drama|Musical
593,4.017908309455588,599,"Wild Bunch, The (1969)",Adventure|Western
1204,4.017241379310345,1231,"Right Stuff, The (1983)",Drama
6599,4.016385302879841,6711,Lost in Translation (2003),Comedy|Drama|Romance
5649,4.0153172866520785,5747,Gallipoli (1981),Drama|War
2252,4.011563169164882,2336,Elizabeth (1998),Drama
923,4.010942760942761,940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
1164,4.010701841712295,1188,Strictly Ballroom (1992),Comedy|Romance
1414,4.010097493036212,1449,Waiting for Guffman (1996),Comedy
1278,4.0096782302664655,1307,When Harry Met Sally... (1989),Comedy|Romance
305,4.008923591745678,308,Three Colors: White (Trois couleurs: Blanc) (1994),Comedy|Drama
3003,4.008720930232558,3088,Harvey (1950),Comedy
1214,4.008149568552253,1242,Glory (1989),Action|Drama|War
1196,4.00661430343117,1222,Full Metal Jacket (1987),Drama|War
1877,4.003100775193799,1961,Rain Man (1988),Drama
9250,4.002225519287834,37741,Capote (2005),Crime|Drama
1127,4.001336898395722,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1152,4.001173708920188,1175,Delicatessen (1991),Comedy|Drama|Romance
9281,3.9993939393939395,39183,Brokeback Mountain (2005),Drama|Romance
3904,3.998931623931624,3996,"Crouching Tiger, Hidden Dragon (Wu hu zang long) (2000)",Action|Adventure|Drama|Fantasy
1876,3.99883788495061,1960,"Last Emperor, The (1987)",Drama
5684,3.9983277591973243,5782,"Professional, The (Le Professionnel) (1981)",Action|Drama|Thriller
3857,3.9978287841191067,3949,Requiem for a Dream (2000),Drama
2164,3.9966057441253264,2248,Say Anything... (1989),Comedy|Drama|Romance
6249,3.996598639455782,6350,Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Adventure|Animation|Children|Fantasy
1055,3.9958960328317374,1077,Sleeper (1973),Comedy|Sci-Fi
1363,3.995594713656388,1394,Raising Arizona (1987),Comedy
2982,3.9940535183349852,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2563,3.9938704028021017,2648,Frankenstein (1931),Horror
1879,3.9933920704845813,1963,Take the Money and Run (1969),Comedy|Crime
257,3.9929391828280925,260,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi
1617,3.9927701674277016,1674,Witness (1985),Drama|Romance|Thriller
471,3.99206017551191,475,In the Name of the Father (1993),Drama
3419,3.9917293233082707,3507,"Odd Couple, The (1968)",Comedy|Drama
7942,3.990894039735099,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama|Thriller
3410,3.9907670454545454,3498,Midnight Express (1978),Drama
8720,3.9906542056074765,27773,Oldboy (2005),Action|Adventure|Crime|Drama|Mystery|Thriller
5040,3.9901719901719903,5135,Monsoon Wedding (2001),Comedy|Romance
2703,3.98989898989899,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2311,3.9878284389489953,2395,Rushmore (1998),Comedy|Drama
2786,3.987525286581254,2871,Deliverance (1972),Adventure|Drama|Thriller
1081,3.987349778621126,1103,Rebel Without a Cause (1955),Drama
8771,3.9872922776148583,30707,Million Dollar Baby (2004),Drama
4784,3.986613603473227,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
493,3.985829307568438,497,Much Ado About Nothing (1993),Comedy|Romance
9113,3.9857723577235773,33660,Cinderella Man (2005),Drama|Romance
1192,3.983679525222552,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1077,3.9829317269076303,1099,"Christmas Carol, A (1938)",Drama
8891,3.982905982905983,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance|Sci-Fi
442,3.9827922077922078,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
1217,3.977350720658888,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1058,3.976421052631579,1080,Monty Python's Life of Brian (1979),Adventure|Comedy
40,3.9762073863636362,41,Richard III (1995),Drama|War
244,3.9759147753589623,247,Heavenly Creatures (1994),Crime|Drama|Fantasy|Romance|Thriller
3462,3.9749303621169916,3551,Marathon Man (1976),Crime|Drama|Thriller
9337,3.974530831099196,40819,Walk the Line (2005),Drama|Musical|Romance
898,3.9743697478991598,915,Sabrina (1954),Comedy|Romance
2734,3.973753280839895,2819,3 Days of the Condor (a.k.a. Three Days of the Condor) (1975),Drama|Romance|Thriller
3875,3.9718810601163543,3967,Billy Elliot (2000),Drama
33,3.971582659199336,34,Babe (1995),Children|Comedy|Drama|Fantasy
1261,3.9691444600280503,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1176,3.9669811320754715,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
914,3.966374269005848,931,Spellbound (1945),Mystery|Romance|Thriller
3820,3.9651539708265804,3911,Best in Show (2000),Comedy
9678,3.965,48738,"Last King of Scotland, The (2006)",Drama|Thriller
1200,3.9646182495344506,1226,"Quiet Man, The (1952)",Comedy|Romance
4901,3.9637217242851044,4995,"Beautiful Mind, A (2001)",Drama|Mystery|Romance
2778,3.9634533898305087,2863,"Hard Day's Night, A (1964)",Comedy|Musical
2934,3.9617021276595743,3019,Drugstore Cowboy (1989),Crime|Drama
2417,3.961405926946933,2501,October Sky (1999),Drama
1238,3.9613607727845443,1266,Unforgiven (1992),Drama|Western
1378,3.9593817397555715,1411,Hamlet (1996),Crime|Drama|Romance
333,3.9593639575971733,337,What's Eating Gilbert Grape (1993),Drama
1072,3.958816869515992,1094,"Crying Game, The (1992)",Drama|Romance|War
1873,3.9588068181818183,1957,Chariots of Fire (1981),Drama
4234,3.9578833693304536,4327,"Magnificent Seven, The (1960)",Adventure|Western
72,3.9574468085106385,73,"Misérables, Les (1995)",Drama|War
2874,3.957147138148037,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2922,3.9558558558558556,3007,American Movie: The Making of Northwestern (1999),Documentary
290,3.9544,293,"Léon: The Professional (Léon) (Professional, The) (1994)",Crime|Drama|Romance|Thriller
1016,3.954095409540954,1035,"Sound of Music, The (1965)",Musical|Romance
3806,3.953716690042076,3897,Almost Famous (2000),Adventure|Comedy|Drama|Musical
823,3.952913752913753,838,Emma (1996),Comedy|Drama|Romance
2046,3.952679589509692,2130,Atlantic City (1980),Crime|Drama|Romance
525,3.950479846449136,529,Searching for Bobby Fischer (1993),Drama
4268,3.950337837837838,4361,Tootsie (1982),Comedy|Romance
9284,3.9502967359050447,39292,"Good Night, and Good Luck. (2005)",Crime|Drama|Film-Noir
9541,3.95014245014245,45950,"Inconvenient Truth, An (2006)",Documentary
8858,3.9492574257425743,31410,Downfall (Der Untergang) (2004),Drama|War
9331,3.948235294117647,40629,Pride & Prejudice (2005),Drama|Romance
6508,3.9477987421383647,6620,American Splendor (2003),Comedy|Drama
3278,3.947091800981079,3363,American Graffiti (1973),Comedy|Drama
2099,3.946927374301676,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
3075,3.9465934065934065,3160,Magnolia (1999),Drama
10124,3.9425981873111784,56782,There Will Be Blood (2007),Drama
504,3.940590002731494,508,Philadelphia (1993),Drama
10216,3.940443213296399,58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1188,3.939898624185373,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller
9076,3.9390625,33166,Crash (2004),Crime|Drama
1075,3.937625502008032,1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1040,3.937593237195425,1060,Swingers (1996),Comedy|Drama
8169,3.9375,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Drama
9786,3.9364864864864866,50872,Ratatouille (2007),Animation|Children|Comedy|Fantasy
1215,3.93640350877193,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
