,avaliacao,id_filme,nome,categoria
1155,4.229166666666667,1178,Paths of Glory (1957),Drama|War
888,4.227011494252873,905,It Happened One Night (1934),Comedy|Romance
257,4.223868642370845,260,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi
1149,4.222383720930233,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Comedy|Drama|Romance
843,4.208333333333333,858,"Godfather, The (1972)",Crime|Drama
1207,4.208070617906683,1234,"Sting, The (1973)",Comedy|Crime
3222,4.207831325301205,3307,City Lights (1931),Comedy|Drama|Romance
1228,4.206692913385827,1256,Duck Soup (1933),Comedy|Musical
891,4.206136900078678,908,North by Northwest (1959),Adventure|Mystery|Thriller
737,4.206069364161849,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2102,4.206,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
3111,4.205521472392638,3196,Stalag 17 (1953),Drama|War
1241,4.203631010794897,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
893,4.195433436532507,910,Some Like It Hot (1959),Comedy|Crime
1171,4.1901219512195125,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
2245,4.1895874263261295,2329,American History X (1998),Crime|Drama
1234,4.187407407407408,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
7247,4.183192686357243,7361,Eternal Sunshine of the Spotless Mind (2004),Comedy|Drama|Romance|Sci-Fi
8776,4.182191780821918,30749,Hotel Rwanda (2004),Drama|War
9557,4.180303030303031,46578,Little Miss Sunshine (2006),Comedy|Drama
8891,4.177852348993288,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance|Sci-Fi
1169,4.172988211173757,1193,One Flew Over the Cuckoo's Nest (1975),Comedy|Drama
2703,4.172727272727273,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
925,4.170588235294118,942,Laura (1944),Crime|Film-Noir|Mystery
2607,4.169748520710059,2692,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
909,4.169184290030212,926,All About Eve (1950),Drama
668,4.169172932330827,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
894,4.168008048289739,911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
27,4.166666666666667,28,Persuasion (1995),Drama|Romance
3003,4.159889094269871,3088,Harvey (1950),Comedy
928,4.158904109589041,945,Top Hat (1935),Comedy|Musical|Romance
938,4.1587887740029545,955,Bringing Up Baby (1938),Comedy
4899,4.157476635514018,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Action|Adventure|Fantasy
4134,4.151701877934272,4226,Memento (2000),Crime|Drama|Mystery|Thriller
5195,4.151408450704225,5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
1191,4.151041666666667,1217,Ran (1985),Drama|War
5592,4.150887573964497,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
1239,4.150568181818182,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
2592,4.149700598802395,2677,Buena Vista Social Club (1999),Documentary|Musical
899,4.149532710280374,916,Roman Holiday (1953),Comedy|Romance
896,4.147852147852148,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2774,4.147435897435898,2859,Stop Making Sense (1984),Documentary|Musical
1250,4.14675925925926,1278,Young Frankenstein (1974),Action|Comedy|Horror
2950,4.144329896907217,3035,Mister Roberts (1955),Comedy|Drama|War
916,4.140398550724638,933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
1236,4.140350877192983,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
5916,4.14,6016,City of God (Cidade de Deus) (2002),Action|Crime|Drama
1152,4.139130434782609,1175,Delicatessen (1991),Comedy|Drama|Romance
2677,4.137145443572722,2762,"Sixth Sense, The (1999)",Drama|Mystery|Thriller
2276,4.136363636363637,2360,"Celebration, The (Festen) (1998)",Drama
7039,4.136305186455208,7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Fantasy
1178,4.136243386243386,1203,12 Angry Men (1957),Drama
911,4.1354466858789625,928,Rebecca (1940),Drama|Mystery|Romance|Thriller
9656,4.131578947368421,48394,Pan's Labyrinth (El Laberinto del fauno) (2006),Drama|Fantasy|Thriller
1181,4.1305220883534135,1207,To Kill a Mockingbird (1962),Drama
1414,4.130128956623681,1449,Waiting for Guffman (1996),Comedy
1855,4.1298076923076925,1939,"Best Years of Our Lives, The (1946)",Drama|War
952,4.128825271470879,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
6427,4.119883040935672,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
81,4.117647058823529,82,Antonia's Line (Antonia) (1995),Comedy|Drama
575,4.117449664429531,581,"Celluloid Closet, The (1995)",Documentary
6230,4.1172638436482085,6331,Spellbound (2002),Comedy|Documentary
1260,4.11578449905482,1288,This Is Spinal Tap (1984),Comedy|Musical
2773,4.115008995116937,2858,American Beauty (1999),Drama
3594,4.113513513513514,3683,Blood Simple (1984),Crime|Drama|Film-Noir
2601,4.113436123348017,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
4784,4.112462006079028,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
5852,4.11169837914024,5952,"Lord of the Rings: The Two Towers, The (2002)",Action|Adventure|Fantasy
3375,4.111524163568773,3462,Modern Times (1936),Comedy|Romance
28,4.110909090909091,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
1252,4.103703703703704,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1108,4.103015075376884,1131,Jean de Florette (1986),Drama
2641,4.1022727272727275,2726,"Killing, The (1956)",Crime|Film-Noir
2998,4.101239669421488,3083,All About My Mother (Todo sobre mi madre) (1999),Comedy|Drama
1263,4.100798403193613,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
229,4.099813432835821,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
2216,4.099236641221374,2300,"Producers, The (1968)",Comedy|Musical
9179,4.099099099099099,34405,Serenity (2005),Action|Adventure|Sci-Fi|Western
1411,4.098039215686274,1446,Kolya (Kolja) (1996),Comedy|Drama
10108,4.097647058823529,56367,Juno (2007),Drama|Romance
2719,4.097594189741262,2804,"Christmas Story, A (1983)",Children|Comedy
7042,4.096938775510204,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary
2833,4.092209373097991,2918,Ferris Bueller's Day Off (1986),Comedy
1879,4.091078066914498,1963,Take the Money and Run (1969),Comedy|Crime
3641,4.09009009009009,3730,"Conversation, The (1974)",Drama|Mystery
1211,4.09005376344086,1238,Local Hero (1983),Comedy
2915,4.0896946564885495,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1224,4.087707182320442,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
9660,4.08411214953271,48516,"Departed, The (2006)",Crime|Drama|Thriller
0,4.083601051401869,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
6249,4.083333333333333,6350,Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Adventure|Animation|Children|Fantasy
1174,4.0822490706319705,1199,Brazil (1985),Comedy|Fantasy|Romance|Sci-Fi
352,4.080553420445811,356,Forrest Gump (1994),Comedy|Drama|Romance|War
2874,4.07975986277873,2959,Fight Club (1999),Action|Crime|Drama|Thriller
8169,4.079365079365079,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Drama
1253,4.0793103448275865,1281,"Great Dictator, The (1940)",Comedy|Drama|War
1274,4.078571428571428,1303,"Man Who Would Be King, The (1975)",Adventure|Drama
6277,4.077247191011236,6385,Whale Rider (2002),Drama
1222,4.075757575757576,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1488,4.074757281553398,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy
937,4.071786310517529,954,Mr. Smith Goes to Washington (1939),Drama
4213,4.070872483221477,4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
1208,4.070224719101123,1235,Harold and Maude (1971),Comedy|Drama|Romance
897,4.069760101010101,914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
2487,4.06894261424017,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
936,4.067330210772834,953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
1199,4.066916488222698,1225,Amadeus (1984),Drama
10262,4.066079295154185,59315,Iron Man (2008),Action|Adventure|Sci-Fi
4792,4.06596752368065,4886,"Monsters, Inc. (2001)",Animation|Children|Comedy|Fantasy
1165,4.064220183486238,1189,"Thin Blue Line, The (1988)",Documentary
1674,4.063492063492063,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
16,4.0633456334563345,17,Sense and Sensibility (1995),Comedy|Drama|Romance
9786,4.063053097345133,50872,Ratatouille (2007),Animation|Children|Comedy|Fantasy
886,4.061715481171548,903,Vertigo (1958),Drama|Mystery|Romance|Thriller
6269,4.06150253016738,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
8257,4.060192616372392,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
3274,4.060096153846154,3359,Breaking Away (1979),Comedy|Drama
3582,4.059970566593083,3671,Blazing Saddles (1974),Comedy|Western
3190,4.059343434343434,3275,"Boondock Saints, The (2000)",Action|Comedy|Crime|Drama|Thriller
3540,4.059171597633136,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
493,4.0580573951434875,497,Much Ado About Nothing (1993),Comedy|Romance
787,4.056159420289855,800,Lone Star (1996),Drama
3722,4.053846153846154,3811,Breaker Morant (1980),Drama|War
1195,4.052995391705069,1221,"Godfather: Part II, The (1974)",Crime|Drama
1270,4.052980132450331,1299,"Killing Fields, The (1984)",Drama|War
3062,4.052397260273972,3147,"Green Mile, The (1999)",Crime|Drama|Fantasy
1865,4.052238805970149,1949,"Man for All Seasons, A (1966)",Drama
1179,4.050516647531573,1204,Lawrence of Arabia (1962),Adventure|Drama|War
303,4.050209205020921,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
5684,4.05,5782,"Professional, The (Le Professionnel) (1981)",Action|Drama|Thriller
1217,4.048387096774194,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1184,4.047995666305526,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1231,4.047958779231074,1259,Stand by Me (1986),Adventure|Comedy|Drama
9806,4.045762711864406,51255,Hot Fuzz (2007),Action|Comedy|Crime
9678,4.045454545454546,48738,"Last King of Scotland, The (2006)",Drama|Thriller
902,4.045229063320688,919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
1645,4.043149466192171,1704,Good Will Hunting (1997),Drama|Romance
1564,4.041521486643438,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1267,4.040798611111111,1296,"Room with a View, A (1986)",Comedy|Drama|Romance
2734,4.039823008849558,2819,3 Days of the Condor (a.k.a. Three Days of the Condor) (1975),Drama|Romance|Thriller
6004,4.0397727272727275,6104,Monty Python Live at the Hollywood Bowl (1982),Comedy
5895,4.038366336633663,5995,"Pianist, The (2002)",Drama|War
1248,4.038144329896907,1276,Cool Hand Luke (1967),Drama
2952,4.036674816625917,3037,Little Big Man (1970),Adventure|Comedy|Drama|Western
4234,4.036036036036036,4327,"Magnificent Seven, The (1960)",Adventure|Western
1214,4.034079348931841,1242,Glory (1989),Action|Drama|War
6976,4.033333333333333,7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
530,4.031521739130435,534,Shadowlands (1993),Drama|Romance
1275,4.031425015556938,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
906,4.031413612565445,923,Citizen Kane (1941),Drama|Mystery
3419,4.030821917808219,3507,"Odd Couple, The (1968)",Comedy|Drama
1226,4.03030303030303,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1203,4.030248033877798,1230,Annie Hall (1977),Comedy|Romance
1187,4.029944838455477,1213,Goodfellas (1990),Crime|Drama
1245,4.029761904761905,1273,Down by Law (1986),Comedy|Drama
889,4.027397260273973,906,Gaslight (1944),Drama|Thriller
1265,4.026799387442573,1293,Gandhi (1982),Drama
2418,4.026305457400864,2502,Office Space (1999),Comedy|Crime
948,4.025581395348837,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
1064,4.025,1086,Dial M for Murder (1954),Mystery|Thriller
7209,4.02319587628866,7323,"Good bye, Lenin! (2003)",Comedy|Drama
453,4.021960364220675,457,"Fugitive, The (1993)",Thriller
1215,4.02051282051282,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
8266,4.019176136363637,8970,Finding Neverland (2004),Drama
898,4.017921146953405,915,Sabrina (1954),Comedy|Romance
6755,4.017676767676767,6867,"Station Agent, The (2003)",Comedy|Drama
976,4.017543859649122,994,Big Night (1996),Comedy|Drama
1244,4.017241379310345,1272,Patton (1970),Drama|War
587,4.015859355790509,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
4763,4.015180265654649,4857,Fiddler on the Roof (1971),Comedy|Drama|Musical
9682,4.014440433212997,48780,"Prestige, The (2006)",Drama|Mystery|Thriller
3945,4.014285714285714,4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
1753,4.0131578947368425,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
8081,4.011627906976744,8784,Garden State (2004),Comedy|Drama|Romance
3029,4.009922822491731,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1220,4.009433962264151,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1200,4.009118541033435,1226,"Quiet Man, The (1952)",Comedy|Romance
1216,4.008116883116883,1244,Manhattan (1979),Comedy|Drama|Romance
6661,4.0078125,6773,"Triplets of Belleville, The (Les Triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
923,4.004819277108433,940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
1861,4.003952569169961,1945,On the Waterfront (1954),Crime|Drama
7858,4.003058103975535,8533,"Notebook, The (2004)",Drama|Romance|War
262,4.002032520325203,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
148,4.000989853996535,150,Apollo 13 (1995),Adventure|Drama
602,4.000165180046251,608,Fargo (1996),Comedy|Crime|Drama|Thriller
9577,3.998618784530387,46976,Stranger Than Fiction (2006),Comedy|Drama|Fantasy|Romance
1185,3.9980842911877397,1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Fantasy|Romance
3935,3.997969543147208,4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1724,3.997685185185185,1797,Everest (1998),Documentary|IMAX
537,3.997598719316969,541,Blade Runner (1982),Adventure|Drama|Film-Noir|Sci-Fi|Thriller
8170,3.9971428571428573,8874,Shaun of the Dead (2004),Comedy|Horror|Romance
1866,3.996732026143791,1950,In the Heat of the Night (1967),Drama|Mystery
1229,3.996146435452794,1257,Better Off Dead... (1985),Comedy|Romance
1016,3.995321399511798,1035,"Sound of Music, The (1965)",Musical|Romance
1255,3.9948805460750854,1283,High Noon (1952),Western
1192,3.9946236559139785,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1242,3.9925696594427245,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
9952,3.9923857868020303,54259,Stardust (2007),Adventure|Fantasy|Romance
1225,3.991822429906542,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
6828,3.9916338582677167,6942,Love Actually (2003),Comedy|Drama|Romance
2982,3.9904942965779466,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
1109,3.989637305699482,1132,Manon of the Spring (Manon des sources) (1986),Drama
1058,3.9896166134185305,1080,Monty Python's Life of Brian (1979),Adventure|Comedy
1980,3.9890052356020944,2064,Roger & Me (1989),Comedy|Documentary
2312,3.9887640449438204,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
3565,3.9878048780487805,3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
9076,3.9876847290640396,33166,Crash (2004),Crime|Drama
7695,3.9873417721518987,8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Action|Crime|Drama|Film-Noir|Mystery
892,3.9864864864864864,909,"Apartment, The (1960)",Comedy|Drama|Romance
1218,3.9844961240310077,1246,Dead Poets Society (1989),Drama
3382,3.984472049689441,3469,Inherit the Wind (1960),Drama
2048,3.984375,2132,Who's Afraid of Virginia Woolf? (1966),Drama
702,3.9831932773109244,714,Dead Man (1995),Drama|Mystery|Western
3113,3.9827586206896552,3198,Papillon (1973),Drama
290,3.9826642335766422,293,"Léon: The Professional (Léon) (Professional, The) (1994)",Crime|Drama|Romance|Thriller
1830,3.981707317073171,1914,Smoke Signals (1998),Comedy|Drama
1088,3.981651376146789,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
2778,3.980714285714286,2863,"Hard Day's Night, A (1964)",Comedy|Musical
7942,3.9802631578947367,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama|Thriller
57,3.979706877113867,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
9723,3.9795081967213113,49530,Blood Diamond (2006),Adventure|Crime|Drama|Thriller|War
1204,3.978743068391867,1231,"Right Stuff, The (1983)",Drama
3416,3.977777777777778,3504,Network (1976),Comedy|Drama
2164,3.9767441860465116,2248,Say Anything... (1989),Comedy|Drama|Romance
9681,3.976394849785408,48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
1926,3.975975975975976,2010,Metropolis (1927),Drama|Romance|Sci-Fi|Thriller
2646,3.975,2731,"400 Blows, The (Les Quatre cents coups) (1959)",Crime|Drama
9331,3.9749262536873156,40629,Pride & Prejudice (2005),Drama|Romance
2417,3.974675324675325,2501,October Sky (1999),Drama
3381,3.9744525547445257,3468,"Hustler, The (1961)",Drama
4779,3.9730941704035874,4873,Waking Life (2001),Animation|Drama|Fantasy
2912,3.9722118612458037,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
108,3.9714204867006226,110,Braveheart (1995),Action|Drama|War
3093,3.9713855421686746,3178,"Hurricane, The (1999)",Drama
2275,3.9707271010387157,2359,Waking Ned Devine (1998),Comedy
1055,3.970703125,1077,Sleeper (1973),Comedy|Sci-Fi
3364,3.970404984423676,3451,Guess Who's Coming to Dinner (1967),Drama
121,3.9696969696969697,123,Chungking Express (Chóngqìng Senlín) (1994),Drama|Mystery|Romance
9455,3.969258589511754,44191,V for Vendetta (2006),Thriller
2959,3.9670886075949365,3044,Dead Again (1991),Mystery|Romance|Thriller
1877,3.966893424036281,1961,Rain Man (1988),Drama
3904,3.966536288570187,3996,"Crouching Tiger, Hidden Dragon (Wu hu zang long) (2000)",Action|Adventure|Drama|Fantasy
2458,3.965230166503428,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
10124,3.9642857142857144,56782,There Will Be Blood (2007),Drama
2099,3.9642857142857144,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
9961,3.9635416666666665,54286,"Bourne Ultimatum, The (2007)",Action|Adventure|Mystery|Thriller
1264,3.9635416666666665,1292,Being There (1979),Comedy|Drama
3004,3.9626168224299065,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama
9475,3.962406015037594,44665,Lucky Number Slevin (2006),Crime|Drama|Thriller
765,3.9618979151689433,778,Trainspotting (1996),Comedy|Crime|Drama
3919,3.961783439490446,4011,Snatch (2000),Action|Comedy|Crime|Thriller
1328,3.961775585696671,1358,Sling Blade (1996),Drama|Thriller
3420,3.961764705882353,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Western
4901,3.9605797101449274,4995,"Beautiful Mind, A (2001)",Drama|Mystery|Romance
2205,3.9604026845637583,2289,"Player, The (1992)",Comedy|Crime|Drama
1219,3.959170013386881,1247,"Graduate, The (1967)",Comedy|Drama|Romance
174,3.958791208791209,176,Living in Oblivion (1995),Comedy
3180,3.957894736842105,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2881,3.9567567567567568,2966,"Straight Story, The (1999)",Adventure|Drama
1206,3.95625,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War
1278,3.9561801148383196,1307,When Harry Met Sally... (1989),Comedy|Romance
2859,3.9535175879396984,2944,"Dirty Dozen, The (1967)",Action|Drama|War
9261,3.9531872509960158,38038,Wallace & Gromit: The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
1884,3.952774108322325,1968,"Breakfast Club, The (1985)",Comedy|Drama
1936,3.950858034321373,2020,Dangerous Liaisons (1988),Drama|Romance
1164,3.9507793273174734,1188,Strictly Ballroom (1992),Comedy|Romance
3310,3.9494301994301995,3396,"Muppet Movie, The (1979)",Children|Comedy|Musical
7025,3.9486486486486485,7139,In America (2002),Drama|Romance
589,3.9459671104150353,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance
1183,3.9455445544554455,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
293,3.945089501693275,296,Pulp Fiction (1994),Comedy|Crime|Drama
1863,3.9450038729666925,1947,West Side Story (1961),Drama|Musical|Romance
1193,3.944884726224784,1219,Psycho (1960),Horror|Thriller
1154,3.9448275862068964,1177,Enchanted April (1992),Drama|Romance
914,3.9440789473684212,931,Spellbound (1945),Mystery|Romance|Thriller
2092,3.944055944055944,2176,Rope (1948),Crime|Drama|Thriller
1057,3.94293893129771,1079,"Fish Called Wanda, A (1988)",Comedy|Crime
9459,3.942857142857143,44199,Inside Man (2006),Crime|Drama|Thriller
9127,3.9422476586888657,33794,Batman Begins (2005),Action|Crime
2861,3.941542288557214,2946,Help! (1965),Comedy|Musical
8858,3.9404761904761907,31410,Downfall (Der Untergang) (2004),Drama|War
5519,3.937699680511182,5617,Secretary (2002),Comedy|Drama|Romance
9262,3.9367469879518073,38061,Kiss Kiss Bang Bang (2005),Action|Comedy|Mystery|Thriller
6675,3.9357142857142855,6787,All the President's Men (1976),Drama|Thriller
3586,3.9349397590361446,3675,White Christmas (1954),Comedy|Musical|Romance
823,3.9349369085173502,838,Emma (1996),Comedy|Drama|Romance
5040,3.9348534201954397,5135,Monsoon Wedding (2001),Comedy|Romance
471,3.9343163538873993,475,In the Name of the Father (1993),Drama
1327,3.9317375886524824,1357,Shine (1996),Drama|Romance
9113,3.931137724550898,33660,Cinderella Man (2005),Drama|Romance
3820,3.9304635761589406,3911,Best in Show (2000),Comedy
716,3.930045871559633,728,Cold Comfort Farm (1995),Comedy
3922,3.929727740986019,4014,Chocolat (2000),Comedy|Romance
3825,3.9289071680376026,3916,Remember the Titans (2000),Drama
1944,3.9284569138276555,2028,Saving Private Ryan (1998),Action|Drama|War
7033,3.9271310724106323,7147,Big Fish (2003),Drama|Fantasy|Romance
3857,3.9268502581755595,3949,Requiem for a Dream (2000),Drama
220,3.9252199413489737,223,Clerks (1994),Comedy
243,3.9246753246753245,246,Hoop Dreams (1994),Documentary
360,3.9237449895018135,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical
2676,3.922466960352423,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
3806,3.920210224558051,3897,Almost Famous (2000),Adventure|Comedy|Drama|Musical
1009,3.918826739427012,1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
9337,3.917824074074074,40819,Walk the Line (2005),Drama|Musical|Romance
3891,3.9171779141104293,3983,You Can Count on Me (2000),Drama
3249,3.917098445595855,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3280,3.9166666666666665,3365,"Searchers, The (1956)",Drama|Western
1176,3.9166666666666665,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
2249,3.9166666666666665,2333,Gods and Monsters (1998),Drama
424,3.916201117318436,428,"Bronx Tale, A (1993)",Drama
2710,3.9157782515991473,2795,Vacation (1983),Comedy
2977,3.915492957746479,3062,"Longest Day, The (1962)",Action|Drama|War
6908,3.9151785714285716,7022,Battle Royale (Batoru Rowaiaru) (2000),Action|Drama|Horror|Sci-Fi|Thriller
